ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ascension Day,Ascension Day_lower,Ascension Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Easter Monday,Easter Monday_lower,Easter Monday_upper,German Unity Day,German Unity Day_lower,German Unity Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Labor Day,Labor Day_lower,Labor Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Second Day of Christmas,Second Day of Christmas_lower,Second Day of Christmas_upper,Whit Monday,Whit Monday_lower,Whit Monday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-04-28,6391078.327918318,-938683.6919336811,2288931.870381596,6391078.327918318,6391078.327918318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5697962.978918876,-5697962.978918876,-5697962.978918876,0.0,0.0,0.0,-6201468.92800491,-6201468.92800491,-6201468.92800491,503505.9490860337,503505.9490860337,503505.9490860337,0.0,0.0,0.0,693115.3489994425
2013-04-29,6392625.730653742,7757574.981193501,10998085.525767112,6392625.730653742,6392625.730653742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933939.036159197,2933939.036159197,2933939.036159197,0.0,0.0,0.0,2399717.695532849,2399717.695532849,2399717.695532849,534221.3406263487,534221.3406263487,534221.3406263487,0.0,0.0,0.0,9326564.76681294
2013-04-30,6394173.133389167,6397213.555158265,9777501.460337255,6394173.133389167,6394173.133389167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730215.3440276235,1730215.3440276235,1730215.3440276235,0.0,0.0,0.0,1166921.0304882466,1166921.0304882466,1166921.0304882466,563294.3135393768,563294.3135393768,563294.3135393768,0.0,0.0,0.0,8124388.47741679
2013-05-01,6395720.53612459,-1716952.3922130794,1757754.5010214846,6395720.53612459,6395720.53612459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7723469.706704,-7723469.706704,-7723469.706704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6324779.990320794,-6324779.990320794,-6324779.990320794,-7723469.706704,-7723469.706704,-7723469.706704,808758.4293400074,808758.4293400074,808758.4293400074,589931.287043199,589931.287043199,589931.287043199,0.0,0.0,0.0,70940.54580379557
2013-05-02,6397267.938860014,6076615.7180630285,9621922.020527434,6397267.938860014,6397267.938860014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369585.2836315825,1369585.2836315825,1369585.2836315825,0.0,0.0,0.0,756196.2841566885,756196.2841566885,756196.2841566885,613388.9994748939,613388.9994748939,613388.9994748939,0.0,0.0,0.0,7766853.222491597
2013-05-03,6398815.341595438,6511335.574391078,9954851.477007996,6398815.341595438,6398815.341595438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804779.2290251313,1804779.2290251313,1804779.2290251313,0.0,0.0,0.0,1171784.1104348807,1171784.1104348807,1171784.1104348807,632995.1185902506,632995.1185902506,632995.1185902506,0.0,0.0,0.0,8203594.570620569
2013-05-04,6400362.744330863,5301177.256289233,8649391.529632796,6400362.744330863,6400362.744330863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546258.4822549714,546258.4822549714,546258.4822549714,0.0,0.0,0.0,-101908.62196522964,-101908.62196522964,-101908.62196522964,648167.1042202013,648167.1042202013,648167.1042202013,0.0,0.0,0.0,6946621.226585834
2013-05-05,6401910.147066286,-765935.8973467356,2693342.70872003,6401910.147066286,6401910.147066286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5543040.145387092,-5543040.145387092,-5543040.145387092,0.0,0.0,0.0,-6201468.928001801,-6201468.928001801,-6201468.928001801,658428.782614708,658428.782614708,658428.782614708,0.0,0.0,0.0,858870.0016791942
2013-05-06,6403457.54980171,7708094.493173518,11140568.450237412,6403457.54980171,6403457.54980171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063141.8462548484,3063141.8462548484,3063141.8462548484,0.0,0.0,0.0,2399717.6955250152,2399717.6955250152,2399717.6955250152,663424.1507298336,663424.1507298336,663424.1507298336,0.0,0.0,0.0,9466599.396056559
2013-05-07,6405004.952537133,6508217.18401242,9912735.745401794,6405004.952537133,6405004.952537133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829849.0323315058,1829849.0323315058,1829849.0323315058,0.0,0.0,0.0,1166921.030479447,1166921.030479447,1166921.030479447,662928.0018520587,662928.0018520587,662928.0018520587,0.0,0.0,0.0,8234853.984868639
2013-05-08,6406552.355272558,6271402.8061820725,9581569.351210989,6406552.355272558,6406552.355272558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465611.4786857087,1465611.4786857087,1465611.4786857087,0.0,0.0,0.0,808758.429349274,808758.429349274,808758.429349274,656853.0493364346,656853.0493364346,656853.0493364346,0.0,0.0,0.0,7872163.833958266
2013-05-09,6408099.758007981,-1245221.6442728713,2265898.7699782355,6408099.758007981,6408099.758007981,-7380126.615856,-7380126.615856,-7380126.615856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5978677.011150305,-5978677.011150305,-5978677.011150305,-7380126.615856,-7380126.615856,-7380126.615856,756196.2841716559,756196.2841716559,756196.2841716559,645253.3205340401,645253.3205340401,645253.3205340401,0.0,0.0,0.0,429422.7468576757
2013-05-10,6409647.160743405,6404859.94936788,9892239.324091343,6409647.160743405,6409647.160743405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800107.8059880577,1800107.8059880577,1800107.8059880577,0.0,0.0,0.0,1171784.1104441658,1171784.1104441658,1171784.1104441658,628323.6955438922,628323.6955438922,628323.6955438922,0.0,0.0,0.0,8209754.966731463
2013-05-11,6411194.563478829,5255202.427395608,8574074.98112179,6411194.563478829,6411194.563478829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504486.9504469175,504486.9504469175,504486.9504469175,0.0,0.0,0.0,-101908.62194793487,-101908.62194793487,-101908.62194793487,606395.5723948525,606395.5723948525,606395.5723948525,0.0,0.0,0.0,6915681.513925747
2013-05-12,6412741.966214254,-823497.3657800878,2338337.127297295,6412741.966214254,6412741.966214254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5621540.179406415,-5621540.179406415,-5621540.179406415,0.0,0.0,0.0,-6201468.928006953,-6201468.928006953,-6201468.928006953,579928.7486005382,579928.7486005382,579928.7486005382,0.0,0.0,0.0,791201.7868078388
2013-05-13,6414289.368949677,7721740.4635990895,11073180.197972331,6414289.368949677,6414289.368949677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2949217.411208215,2949217.411208215,2949217.411208215,0.0,0.0,0.0,2399717.6955279363,2399717.6955279363,2399717.6955279363,549499.7156802786,549499.7156802786,549499.7156802786,0.0,0.0,0.0,9363506.780157892
2013-05-14,6415836.771685101,6449570.396066643,9844787.295920836,6415836.771685101,6415836.771685101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682707.6956056145,1682707.6956056145,1682707.6956056145,0.0,0.0,0.0,1166921.0304808088,1166921.0304808088,1166921.0304808088,515786.66512480564,515786.66512480564,515786.66512480564,0.0,0.0,0.0,8098544.467290715
2013-05-15,6417384.174420525,5912294.203701957,9383369.697519273,6417384.174420525,6417384.174420525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288310.0278502458,1288310.0278502458,1288310.0278502458,0.0,0.0,0.0,808758.4293585398,808758.4293585398,808758.4293585398,479551.59849170607,479551.59849170607,479551.59849170607,0.0,0.0,0.0,7705694.202270771
2013-05-16,6418931.57715595,5956686.342427502,9376943.600177232,6418931.57715595,6418931.57715595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197816.3022392807,1197816.3022392807,1197816.3022392807,0.0,0.0,0.0,756196.2841565381,756196.2841565381,756196.2841565381,441620.0180827426,441620.0180827426,441620.0180827426,0.0,0.0,0.0,7616747.87939523
2013-05-17,6420478.979891373,6254610.7275418,9611469.833016323,6420478.979891373,6420478.979891373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574642.8559959617,1574642.8559959617,1574642.8559959617,0.0,0.0,0.0,1171784.110442665,1171784.110442665,1171784.110442665,402858.7455532969,402858.7455532969,402858.7455532969,0.0,0.0,0.0,7995121.835887334
2013-05-18,6422026.382626797,5150273.2107944125,8342308.365057835,6422026.382626797,6422026.382626797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262243.8497534522,262243.8497534522,262243.8497534522,0.0,0.0,0.0,-101908.62195841876,-101908.62195841876,-101908.62195841876,364152.4717118709,364152.4717118709,364152.4717118709,0.0,0.0,0.0,6684270.23238025
2013-05-19,6423573.785362221,-1250529.2716900425,2311464.322452596,6423573.785362221,6423573.785362221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5875089.247987929,-5875089.247987929,-5875089.247987929,0.0,0.0,0.0,-6201468.928003843,-6201468.928003843,-6201468.928003843,326379.6800159149,326379.6800159149,326379.6800159149,0.0,0.0,0.0,548484.5373742925
2013-05-20,6425121.1880976455,-1441753.3302657919,2070065.8819291985,6425121.1880976455,6425121.1880976455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8862754.450412,-8862754.450412,-8862754.450412,-6172648.14724542,-6172648.14724542,-6172648.14724542,-8862754.450412,-8862754.450412,-8862754.450412,2399717.6955308574,2399717.6955308574,2399717.6955308574,290388.6076357216,290388.6076357216,290388.6076357216,0.0,0.0,0.0,252473.0408522254
2013-05-21,6426668.590833069,6190304.589212552,9537298.702435236,6426668.590833069,6426668.590833069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423894.941207943,1423894.941207943,1423894.941207943,0.0,0.0,0.0,1166921.0304720092,1166921.0304720092,1166921.0304720092,256973.9107359334,256973.9107359334,256973.9107359334,0.0,0.0,0.0,7850563.532041011
2013-05-22,6428215.993568493,5723447.763206616,9166653.009937953,6428215.993568493,6428215.993568493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035613.1139743387,1035613.1139743387,1035613.1139743387,0.0,0.0,0.0,808758.4293440642,808758.4293440642,808758.4293440642,226854.68463027454,226854.68463027454,226854.68463027454,0.0,0.0,0.0,7463829.107542831
2013-05-23,6429763.396303917,5666290.262686156,9182066.484672794,6429763.396303917,6429763.396303917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956850.7392305462,956850.7392305462,956850.7392305462,0.0,0.0,0.0,756196.2841770004,756196.2841770004,756196.2841770004,200654.4550535457,200654.4550535457,200654.4550535457,0.0,0.0,0.0,7386614.135534463
2013-05-24,6431310.7990393415,6063146.071584722,9492526.301368536,6431310.7990393415,6431310.7990393415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350667.8152907141,1350667.8152907141,1350667.8152907141,0.0,0.0,0.0,1171784.1104388314,1171784.1104388314,1171784.1104388314,178883.70485188262,178883.70485188262,178883.70485188262,0.0,0.0,0.0,7781978.614330055
2013-05-25,6432858.201774765,4802377.02242586,8166491.7932518795,6432858.201774765,6432858.201774765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60016.810349062325,60016.810349062325,60016.810349062325,0.0,0.0,0.0,-101908.62196030619,-101908.62196030619,-101908.62196030619,161925.43230936886,161925.43230936886,161925.43230936886,0.0,0.0,0.0,6492875.012123827
2013-05-26,6434405.604410777,-1413848.7848819017,1988832.723076363,6434405.604410777,6434405.604410777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6051444.773052376,-6051444.773052376,-6051444.773052376,0.0,0.0,0.0,-6201468.928008996,-6201468.928008996,-6201468.928008996,150024.15495661963,150024.15495661963,150024.15495661963,0.0,0.0,0.0,382960.8313584011
2013-05-27,6435953.007046789,7269177.1352474345,10637109.608988222,6435953.007046789,6435953.007046789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542996.37385474,2542996.37385474,2542996.37385474,0.0,0.0,0.0,2399717.6955273477,2399717.6955273477,2399717.6955273477,143278.67832739238,143278.67832739238,143278.67832739238,0.0,0.0,0.0,8978949.380901529
2013-05-28,6437500.409682801,5943630.956873753,9571530.325613132,6437500.409682801,6437500.409682801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308559.8758452972,1308559.8758452972,1308559.8758452972,0.0,0.0,0.0,1166921.0304759901,1166921.0304759901,1166921.0304759901,141638.84536930674,141638.84536930674,141638.84536930674,0.0,0.0,0.0,7746060.285528098
2013-05-29,6439047.812318812,5687613.832422227,9172888.831141109,6439047.812318812,6439047.812318812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953664.801325308,953664.801325308,953664.801325308,0.0,0.0,0.0,808758.4293533303,808758.4293533303,808758.4293533303,144906.37197197767,144906.37197197767,144906.37197197767,0.0,0.0,0.0,7392712.61364412
2013-05-30,6440595.214954824,5687305.685507036,9058784.540158251,6440595.214954824,6440595.214954824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908936.0446359944,908936.0446359944,908936.0446359944,0.0,0.0,0.0,756196.2841673776,756196.2841673776,756196.2841673776,152739.7604686167,152739.7604686167,152739.7604686167,0.0,0.0,0.0,7349531.259590819
2013-05-31,6442142.617590836,6154981.606856379,9451033.063345727,6442142.617590836,6442142.617590836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336447.2796230577,1336447.2796230577,1336447.2796230577,0.0,0.0,0.0,1171784.110434998,1171784.110434998,1171784.110434998,164663.16918805955,164663.16918805955,164663.16918805955,0.0,0.0,0.0,7778589.897213894
2013-06-01,6443690.020226848,4772376.6597398985,8222843.096785316,6443690.020226848,6443690.020226848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78170.38345579362,78170.38345579362,78170.38345579362,0.0,0.0,0.0,-101908.62197078978,-101908.62197078978,-101908.62197078978,180079.0054265836,180079.0054265836,180079.0054265836,0.0,0.0,0.0,6521860.403682642
2013-06-02,6445237.42286286,-1265538.6425844415,2178810.3934015166,6445237.42286286,6445237.42286286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6003185.023302456,-6003185.023302456,-6003185.023302456,0.0,0.0,0.0,-6201468.928009406,-6201468.928009406,-6201468.928009406,198283.90470695004,198283.90470695004,198283.90470695004,0.0,0.0,0.0,442052.399560404
2013-06-03,6446784.825498872,7237654.39813981,10779611.979634672,6446784.825498872,6446784.825498872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618205.3594168746,2618205.3594168746,2618205.3594168746,0.0,0.0,0.0,2399717.695525945,2399717.695525945,2399717.695525945,218487.66389092914,218487.66389092914,218487.66389092914,0.0,0.0,0.0,9064990.184915747
2013-06-04,6448332.228134884,6198013.4068750385,9591812.709166897,6448332.228134884,6448332.228134884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406755.6428033614,1406755.6428033614,1406755.6428033614,0.0,0.0,0.0,1166921.030477353,1166921.030477353,1166921.030477353,239834.61232600868,239834.61232600868,239834.61232600868,0.0,0.0,0.0,7855087.870938245
2013-06-05,6449879.630770896,5918570.722076779,9281337.948164877,6449879.630770896,6449879.630770896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070185.2654855072,1070185.2654855072,1070185.2654855072,0.0,0.0,0.0,808758.4293388544,808758.4293388544,808758.4293388544,261426.83614665238,261426.83614665238,261426.83614665238,0.0,0.0,0.0,7520064.896256403
2013-06-06,6451427.033406908,5850922.744202788,9164756.464381227,6451427.033406908,6451427.033406908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038544.9022640821,1038544.9022640821,1038544.9022640821,0.0,0.0,0.0,756196.2841727973,756196.2841727973,756196.2841727973,282348.6180912847,282348.6180912847,282348.6180912847,0.0,0.0,0.0,7489971.93567099
2013-06-07,6452974.436042919,6181301.364934756,9655251.631670542,6452974.436042919,6452974.436042919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473475.5307282773,1473475.5307282773,1473475.5307282773,0.0,0.0,0.0,1171784.1104466158,1171784.1104466158,1171784.1104466158,301691.42028166144,301691.42028166144,301691.42028166144,0.0,0.0,0.0,7926449.966771197
2013-06-08,6454521.838678931,4944232.001868436,8374942.621345168,6454521.838678931,6454521.838678931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216670.09939792045,216670.09939792045,216670.09939792045,0.0,0.0,0.0,-101908.62196209127,-101908.62196209127,-101908.62196209127,318578.7213600116,318578.7213600116,318578.7213600116,0.0,0.0,0.0,6671191.938076851
2013-06-09,6456069.241314943,-1154414.1961475264,2245592.1159104947,6456069.241314943,6456069.241314943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5869278.905327512,-5869278.905327512,-5869278.905327512,0.0,0.0,0.0,-6201468.928006296,-6201468.928006296,-6201468.928006296,332190.02267878485,332190.02267878485,332190.02267878485,0.0,0.0,0.0,586790.335987431
2013-06-10,6457616.643950954,7572586.13742188,10874015.31790114,6457616.643950954,6457616.643950954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741501.056361043,2741501.056361043,2741501.056361043,0.0,0.0,0.0,2399717.695533191,2399717.695533191,2399717.695533191,341783.3608278522,341783.3608278522,341783.3608278522,0.0,0.0,0.0,9199117.700311996
2013-06-11,6459164.046586966,6252945.563154201,9682633.762370633,6459164.046586966,6459164.046586966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513636.735519414,1513636.735519414,1513636.735519414,0.0,0.0,0.0,1166921.0304787147,1166921.0304787147,1166921.0304787147,346715.70504069905,346715.70504069905,346715.70504069905,0.0,0.0,0.0,7972800.78210638
2013-06-12,6460711.449222978,5964502.976414207,9274389.707885314,6460711.449222978,6460711.449222978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155219.1061597406,1155219.1061597406,1155219.1061597406,0.0,0.0,0.0,808758.4293523536,808758.4293523536,808758.4293523536,346460.676807387,346460.676807387,346460.676807387,0.0,0.0,0.0,7615930.555382719
2013-06-13,6462258.851858989,5998318.760363649,9197911.174691483,6462258.851858989,6462258.851858989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096819.3878240732,1096819.3878240732,1096819.3878240732,0.0,0.0,0.0,756196.2841576796,756196.2841576796,756196.2841576796,340623.10366639355,340623.10366639355,340623.10366639355,0.0,0.0,0.0,7559078.239683063
2013-06-14,6463806.254495001,6279720.345117749,9679853.071257913,6463806.254495001,6463806.254495001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500734.1179924551,1500734.1179924551,1500734.1179924551,0.0,0.0,0.0,1171784.1104296641,1171784.1104296641,1171784.1104296641,328950.0075627911,328950.0075627911,328950.0075627911,0.0,0.0,0.0,7964540.372487457
2013-06-15,6465353.657131013,4917659.151462592,8400792.568655577,6465353.657131013,6465353.657131013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209429.10585785765,209429.10585785765,209429.10585785765,0.0,0.0,0.0,-101908.6219639788,-101908.6219639788,-101908.6219639788,311337.72782183625,311337.72782183625,311337.72782183625,0.0,0.0,0.0,6674782.762988871
2013-06-16,6466901.0597670255,-1120755.42814727,2292158.803215992,6466901.0597670255,6466901.0597670255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5913633.941125867,-5913633.941125867,-5913633.941125867,0.0,0.0,0.0,-6201468.928007929,-6201468.928007929,-6201468.928007929,287834.98688206257,287834.98688206257,287834.98688206257,0.0,0.0,0.0,553267.1186411586
2013-06-17,6468448.462403038,7582188.543378717,10746691.403785951,6468448.462403038,6468448.462403038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2658359.515913591,2658359.515913591,2658359.515913591,0.0,0.0,0.0,2399717.695536112,2399717.695536112,2399717.695536112,258641.82037747823,258641.82037747823,258641.82037747823,0.0,0.0,0.0,9126807.978316627
