customerid,Recency,Frequency,Monetary,Cluster
13512.0,261,1,251.21,2
13513.0,127,1,205.1,2
13514.0,74,1,152.20000000000002,2
13515.0,73,4,891.12,1
13516.0,21,3,1389.41,1
13517.0,60,3,2128.42,1
13518.0,86,1,627.16,2
13519.0,78,1,122.75,2
13520.0,59,6,3624.35,1
13521.0,1,3,1071.73,3
13522.0,30,1,125.80000000000001,0
13523.0,33,5,3964.88,1
13524.0,41,5,680.1800000000001,1
13525.0,15,2,628.78,0
13527.0,34,7,2242.36,1
13529.0,79,2,307.76,2
13531.0,205,2,483.8,2
13532.0,34,1,210.31,0
13533.0,183,3,269.09,2
13534.0,2,25,5870.08,3
13536.0,1,7,3444.39,3
13538.0,43,7,1280.85,1
13539.0,86,3,631.34,1
13544.0,40,2,276.06,0
13546.0,12,3,621.09,0
13548.0,96,2,678.16,1
13549.0,26,7,918.2,1
13551.0,319,1,91.80000000000001,2
13552.0,66,12,3740.07,1
13555.0,74,4,4098.88,1
13557.0,28,2,584.06,0
13558.0,6,4,594.52,0
13560.0,7,1,171.42000000000002,0
13561.0,216,1,141.85999999999999,2
13562.0,82,3,1799.33,1
13563.0,84,2,777.53,1
13564.0,144,3,1381.9388000000338,1
13565.0,19,2,240.22,0
13566.0,41,2,856.84,1
13568.0,173,1,187.05,2
13569.0,17,2,338.62,0
13570.0,243,1,239.49,2
13571.0,13,12,2088.94,3
13572.0,206,1,1384.25,1
13573.0,50,2,290.25,0
13575.0,23,5,732.0699999999999,0
13576.0,10,18,6717.34,3
13577.0,25,4,1687.6000000000001,1
13579.0,15,2,467.04,0
13581.0,309,1,118.0,2
13583.0,156,1,781.03,2
13584.0,307,1,142.4,2
13587.0,64,1,712.4,1
13588.0,16,9,2478.95,3
13589.0,15,2,379.65,0
13590.0,11,6,1981.92,3
13591.0,65,3,1117.13,1
13592.0,36,4,247.95999999999998,0
13593.0,108,5,2011.88,1
13594.0,53,1,396.97,0
13596.0,6,2,664.11,0
13598.0,47,1,160.04,0
13599.0,1,21,5149.92,3
13600.0,312,1,219.52,2
13601.0,45,2,693.32,1
13602.0,65,1,428.89,2
13603.0,26,1,164.34,0
13606.0,29,3,276.75,0
13607.0,40,1,675.51,0
13610.0,12,7,1082.33,3
13611.0,89,3,1154.4,1
13614.0,24,4,1585.46,1
13615.0,319,1,417.69,2
13617.0,40,3,544.18,0
13618.0,174,1,177.34,2
13621.0,117,1,213.85,2
13623.0,31,5,727.74,1
13626.0,253,1,257.23,2
13627.0,59,5,1638.47,1
13629.0,23,11,7792.36,3
13630.0,5,7,2031.78,3
13631.0,100,11,3070.42,1
13632.0,25,5,2118.93,1
13634.0,33,5,1547.3600000000001,1
13635.0,68,1,1071.03,1
13636.0,37,5,949.12,1
13637.0,52,3,804.3,1
13638.0,16,1,122.64,0
13639.0,74,1,1033.34,1
13642.0,216,1,312.28,2
13643.0,31,3,519.44,0
13644.0,16,4,2624.26,3
13645.0,120,1,252.1,2
13647.0,10,4,1648.1200000000001,3
13649.0,257,2,346.6,2
13650.0,17,6,1836.34,3
13651.0,35,2,94.2,0
13652.0,46,3,1095.08,1
13654.0,43,6,2707.33,1
13655.0,114,2,932.97,1
13656.0,165,2,379.65,2
13657.0,11,2,382.14,0
13658.0,10,5,2639.17,3
13659.0,206,2,1563.0,1
13662.0,86,3,881.26,1
13663.0,179,1,189.47,2
13666.0,60,3,84.65,2
13667.0,149,1,299.05,2
13668.0,3,21,6309.83,3
13669.0,51,2,218.55,0
13670.0,75,1,349.7,2
13672.0,301,2,186.39000000000001,2
13673.0,19,2,387.44,0
13675.0,151,2,486.82000000000005,2
13678.0,152,1,232.6,2
13680.0,1,4,3719.12,3
13681.0,18,4,827.83,0
13682.0,187,1,59.5,2
13684.0,286,1,65.13,2
13685.0,3,7,3119.44,3
13686.0,183,1,72.0,2
13689.0,63,1,910.0,1
13690.0,59,1,172.25,2
13692.0,25,3,1488.32,1
13694.0,4,50,65039.62,3
13695.0,31,15,2504.13,1
13697.0,39,1,151.29999999999998,0
13699.0,155,1,308.58000000000004,2
13700.0,26,10,2248.63,1
13703.0,318,1,99.5,2
13704.0,5,9,2308.06,3
13705.0,8,3,711.86,0
13706.0,303,1,330.79,2
13707.0,267,2,806.41,2
13708.0,271,1,285.33,2
13709.0,4,13,6307.650000000001,3
13710.0,32,1,180.48,0
13711.0,219,2,252.06,2
13712.0,247,1,228.84,2
13715.0,281,5,1077.39,1
13716.0,269,1,138.28,2
13717.0,32,6,1445.01,1
13718.0,246,2,306.55,2
13719.0,15,5,1041.68,0
13720.0,117,4,799.9,1
13721.0,36,1,524.14,0
13722.0,132,3,2375.41,1
13723.0,217,1,199.85000000000002,2
13725.0,50,8,1980.56,1
13726.0,39,2,1079.6599999999999,1
13727.0,29,2,333.48,0
13728.0,37,6,1016.14,1
13730.0,136,2,752.6,1
13731.0,219,2,610.59,2
13732.0,28,1,491.86,0
13735.0,25,4,2883.54,1
13736.0,5,2,729.8,0
13737.0,200,1,339.59999999999997,2
13739.0,18,1,216.9,0
13740.0,241,1,350.75,2
13741.0,72,3,668.4300000000001,1
13742.0,17,12,3107.87,3
13743.0,3,7,1341.6,3
13744.0,95,2,1080.52,1
13745.0,162,1,300.04,2
13747.0,374,1,79.6,2
13748.0,96,5,948.25,1
13750.0,54,5,1647.26,1
13751.0,288,1,296.25,2
13752.0,124,6,1175.38,1
13753.0,288,1,741.26,2
13754.0,152,2,282.59999999999997,2
13755.0,4,9,2108.06,3
13756.0,2,14,5189.52,3
13758.0,12,7,3190.55,3
13759.0,33,2,659.4100000000001,0
13760.0,54,2,286.79,0
13761.0,50,2,1070.65,1
13762.0,219,1,306.72,2
13763.0,63,1,1714.96,1
13764.0,71,3,1519.42,1
13767.0,2,37,17220.36,3
13769.0,2,10,2796.51,3
13771.0,64,4,2634.45,1
13772.0,34,3,1122.63,1
13774.0,82,1,345.0,2
13777.0,1,33,25977.16,3
13778.0,103,1,178.7,2
13780.0,7,2,360.01,0
13781.0,251,1,127.84,2
13782.0,13,6,908.86,0
13784.0,10,11,2462.79,3
13786.0,367,1,230.39999999999998,2
13787.0,76,2,309.04,2
13790.0,4,1,348.8,0
13791.0,128,2,1516.0,1
13792.0,66,2,195.55,2
13798.0,1,57,37153.85,3
13799.0,117,2,688.86,1
13800.0,310,1,558.32,2
13801.0,67,1,324.8,2
13802.0,139,3,4599.42,1
13803.0,255,1,277.07,2
13804.0,31,7,2588.39,1
13805.0,52,2,924.6,1
13806.0,64,1,256.38,2
13807.0,367,1,112.6,2
13808.0,6,5,1747.66,3
13809.0,305,1,155.05,2
13810.0,29,3,1107.4188000000338,1
13811.0,184,3,799.6588000000338,1
13812.0,42,3,539.0,0
13813.0,40,4,1366.8600000000001,1
13814.0,92,2,1579.12,1
13815.0,22,4,4027.36,3
13816.0,24,2,571.6700000000001,0
13817.0,29,2,382.98,0
13819.0,302,3,1140.35,1
13821.0,145,2,385.64,2
13822.0,6,2,632.0,0
13823.0,19,2,957.66,0
13824.0,33,5,1698.94,1
13826.0,176,1,189.5,2
13827.0,58,3,409.8,0
13828.0,22,1,209.49,0
13831.0,16,6,2198.45,3
13832.0,19,1,52.199999999999996,0
13833.0,159,1,383.85,2
13835.0,25,4,834.57,0
13837.0,212,2,266.59000000000003,2
13838.0,6,4,674.82,0
13841.0,253,1,85.0,2
13842.0,59,9,3385.62,1
13844.0,11,1,361.62,0
13845.0,65,1,312.98,2
13846.0,25,3,865.0600000000001,0
13848.0,92,3,1255.0,1
13849.0,52,2,1537.95,1
13850.0,129,1,1595.48,1
13851.0,96,3,2651.46,1
13853.0,57,1,1090.14,1
13854.0,9,25,8109.5199999999995,3
13856.0,169,3,388.5,2
13858.0,57,1,216.17,2
13859.0,326,1,201.16,2
13860.0,1,5,1245.9,3
13862.0,18,8,2209.36,3
13863.0,248,1,305.78,2
13865.0,58,4,501.56,1
13866.0,74,1,145.67000000000002,2
13867.0,31,3,1005.09,1
13868.0,7,2,3192.54,3
13869.0,123,4,3083.65,1
13870.0,2,8,2770.94,3
13871.0,23,13,6403.25,3
13873.0,120,3,389.6,2
13874.0,358,1,540.45,2
13875.0,54,5,1786.79,1
13876.0,64,1,122.7,2
13877.0,86,1,117.24,2
13878.0,55,1,1271.57,1
13880.0,21,13,3219.77,3
13881.0,4,20,17159.52,3
13882.0,3,5,1191.13,3
13883.0,11,5,2674.48,3
13884.0,7,5,787.6,0
13885.0,189,2,506.8,2
13886.0,71,1,243.56,2
13887.0,204,1,349.55,2
13888.0,120,2,595.67,2
13889.0,93,1,416.90000000000003,2
13890.0,1,10,1883.8100000000002,3
13892.0,27,4,632.97,0
13893.0,298,1,821.1,2
13894.0,24,3,564.62,0
13895.0,28,4,2593.07,1
13897.0,50,1,311.16,0
13898.0,326,1,155.93,2
13899.0,16,2,388.52,0
13900.0,183,3,740.95,2
13901.0,72,5,2867.2,1
13904.0,37,2,332.64,0
13908.0,80,4,2369.55,1
13911.0,57,9,2580.91,1
13914.0,12,2,626.45,0
13917.0,50,2,272.04,0
13918.0,50,2,1212.8400000000001,1
13919.0,59,2,384.81,0
13922.0,352,1,172.25,2
13923.0,54,1,351.13,0
13924.0,2,6,1838.8500000000001,3
13925.0,93,4,678.25,1
13926.0,23,1,223.85000000000002,0
13927.0,75,1,348.99,2
13928.0,11,4,464.57,0
13929.0,169,2,842.65,2
13930.0,58,2,337.34,0
13931.0,96,2,1237.53,1
13932.0,295,1,307.4,2
13933.0,109,2,608.7900000000001,2
13934.0,264,1,922.1,2
13936.0,180,1,376.58,2
13937.0,169,1,158.85,2
13938.0,35,1,71.66,0
13939.0,23,3,568.55,0
13940.0,17,4,839.14,0
13941.0,22,5,5112.96,3
13946.0,79,3,561.5699999999999,1
13947.0,65,1,90.6,2
13948.0,361,1,102.0,2
13949.0,3,6,2427.32,3
13950.0,11,4,745.06,0
13951.0,176,3,674.45,2
13952.0,218,2,3251.071,1
13953.0,7,7,3515.68,3
13954.0,2,2,439.92,0
13955.0,154,2,322.96,2
13956.0,5,5,1019.27,3
13959.0,79,3,594.04,1
13960.0,21,2,230.22,0
13962.0,22,2,169.55,0
13963.0,308,4,664.54,2
13967.0,146,1,80.7,2
13969.0,7,18,9024.17,3
13971.0,19,8,2758.26,3
13972.0,71,2,190.25,2
13973.0,287,1,264.7,2
13974.0,49,1,413.59000000000003,0
13975.0,31,6,2461.2400000000002,1
13976.0,207,1,357.98,2
13978.0,15,2,196.79000000000002,0
13979.0,73,1,869.87,1
13980.0,60,1,200.14,2
13982.0,39,4,1871.81,1
13983.0,30,12,2603.43,1
13984.0,27,5,920.51,1
13985.0,4,15,7060.13,3
13986.0,17,1,320.46,0
13988.0,20,6,4147.96,3
13989.0,66,2,1266.08,1
13990.0,213,1,311.3,2
13991.0,12,6,852.88,0
13992.0,30,1,76.8,0
13993.0,43,9,3466.36,1
13994.0,4,6,2274.14,3
13995.0,15,5,1393.69,3
13999.0,10,12,3901.81,3
14000.0,211,1,635.66,2
14001.0,46,3,2043.0800000000002,1
14002.0,134,2,529.73,2
14004.0,43,7,4582.64,1
14005.0,10,5,2874.72,3
14006.0,116,3,962.19,1
14009.0,198,2,695.61,2
14012.0,278,1,328.8,2
14013.0,110,3,473.02,2
14014.0,77,1,505.18,2
14015.0,53,1,917.34,1
14016.0,162,4,4341.21,1
14019.0,47,3,1421.61,1
14020.0,17,2,642.8,0
14021.0,155,3,631.9,2
14022.0,225,1,440.0,2
14023.0,7,2,584.07,0
14024.0,122,2,327.7,2
14027.0,61,1,104.82,2
14029.0,63,2,467.66,2
14030.0,18,8,2358.84,3
14031.0,7,19,17286.86,3
14032.0,2,11,2975.59,3
14034.0,22,3,648.89,0
14035.0,29,5,1428.02,1
14036.0,285,1,626.65,2
14037.0,176,2,147.20000000000002,2
14038.0,78,3,1560.38,1
14039.0,33,1,152.2,0
14040.0,41,12,3560.32,1
14041.0,266,1,141.41,2
14044.0,27,4,646.42,0
14045.0,109,4,1659.75,1
14046.0,284,1,154.99,2
14047.0,9,5,1308.6100000000001,3
14048.0,305,1,409.93,2
14049.0,17,4,5578.72,3
14050.0,32,2,746.36,0
14051.0,1,23,15610.390000000001,3
14052.0,20,1,225.36,0
14053.0,124,2,260.25,2
14054.0,65,1,92.46,2
14055.0,106,1,725.6400000000001,2
14056.0,1,23,8152.71,3
14057.0,24,17,6211.66,3
14059.0,267,1,183.6,2
14060.0,5,19,6140.42,3
14062.0,10,12,10464.85,3
14064.0,29,5,1334.34,1
14066.0,267,1,152.55,2
14067.0,64,2,374.7,2
14068.0,320,1,265.85,2
14071.0,4,8,1437.57,3
14073.0,32,1,151.04,0
14075.0,5,3,942.26,0
14076.0,129,1,118.67,2
14077.0,41,5,499.41999999999996,0
14078.0,102,6,1049.37,1
14079.0,125,1,375.1,2
14080.0,33,1,45.599999999999994,0
14081.0,302,2,921.62,2
14082.0,365,1,182.25,2
14083.0,4,9,1002.9,3
14085.0,2,18,4421.29,3
14087.0,3,1,191.47,0
14088.0,10,13,50491.81,3
14089.0,57,1,158.75,2
14090.0,325,1,76.32000000000001,2
14092.0,8,14,4076.91,3
14093.0,12,1,433.86,0
14096.0,4,17,55879.7056000004,3
14098.0,37,1,147.35,0
14099.0,16,11,3104.17,3
14100.0,138,1,191.95000000000002,2
14101.0,74,6,5976.79,1
14102.0,5,5,1105.8799999999999,3
14104.0,155,2,216.20999999999998,2
14105.0,239,1,1266.23,1
14107.0,52,7,2703.23,1
14108.0,31,2,597.91,0
14109.0,73,1,144.2,2
14110.0,4,12,5683.15,3
14111.0,14,4,692.85,0
14112.0,23,7,2915.15,3
14113.0,4,4,1840.42,3
14114.0,274,2,386.53,2
14116.0,20,5,1382.74,1
14117.0,144,1,90.0,2
14121.0,4,4,2780.15,3
14124.0,84,1,419.58000000000004,2
14125.0,11,3,2720.63,3
14126.0,8,3,706.1300000000001,0
14127.0,123,3,709.71,1
14128.0,61,2,637.5,1
14129.0,2,5,1123.8600000000001,3
14130.0,319,1,480.91,2
14132.0,2,11,3586.0299999999997,3
14133.0,130,3,605.64,2
14135.0,2,15,4690.31,3
14138.0,2,2,965.8800000000001,3
14139.0,46,1,415.82,0
14140.0,4,2,935.05,0
14141.0,3,4,915.13,3
14142.0,373,1,311.81,2
14143.0,134,1,115.8,2
14145.0,47,4,3742.2,1
14146.0,9,5,4191.0,3
14147.0,78,2,483.4,2
14148.0,234,1,157.2,2
14149.0,221,1,446.62,2
14150.0,36,2,658.64,0
14152.0,75,2,621.29,1
14154.0,239,2,1345.62,1
14155.0,266,1,118.75,2
14156.0,10,55,117210.08,3
14157.0,20,2,424.89000000000004,0
14158.0,40,1,507.66,0
14159.0,20,11,4630.35,3
14161.0,216,3,1097.6200000000001,1
14162.0,174,2,289.36,2
14163.0,87,4,2445.91,1
14164.0,71,2,1631.77,1
14165.0,276,1,120.44,2
14167.0,39,4,562.59,0
14171.0,98,1,363.79,2
14173.0,11,4,450.84,0
14174.0,33,1,134.46,0
14175.0,60,3,3222.3,1
14176.0,297,4,576.9000000000001,2
14177.0,86,4,549.46,1
14178.0,9,7,1600.26,3
14179.0,41,2,701.57,1
14180.0,11,25,4748.52,3
14184.0,67,1,452.89,2
14185.0,331,1,197.65,2
14188.0,31,6,2054.36,1
14189.0,2,15,4654.08,3
14191.0,2,13,4684.76,3
14193.0,68,2,853.39,1
14194.0,5,21,11349.52,3
14195.0,202,2,1012.0,1
14196.0,107,1,335.52,2
14198.0,18,4,701.4,0
14199.0,218,1,185.39999999999998,2
14201.0,60,7,747.44,1
14204.0,2,1,150.61,0
14205.0,17,2,466.7,0
14206.0,239,1,328.15999999999997,2
14208.0,95,1,151.74,2
14209.0,11,6,2073.43,3
14210.0,106,6,1905.8400000000001,1
14211.0,53,9,2241.1,1
14212.0,90,1,1070.48,1
14214.0,31,5,1004.38,1
14215.0,12,6,1789.72,3
14216.0,3,4,1839.3,3
14217.0,2,17,2004.98,3
14218.0,43,1,169.48000000000002,0
14219.0,4,1,89.94,0
14220.0,247,2,632.4,2
14221.0,42,9,3432.8,1
14222.0,177,1,683.17,2
14223.0,92,3,991.13,1
14224.0,110,4,1009.73,1
14226.0,29,5,2214.79,1
14227.0,26,10,3350.96,3
14229.0,52,3,1547.2,1
14231.0,184,3,925.71,1
14232.0,43,5,2048.07,1
14233.0,49,4,1462.72,1
14234.0,22,4,754.12,0
14235.0,75,5,3144.86,1
14236.0,81,2,490.86,2
14237.0,373,1,161.0,2
14238.0,326,1,146.85,2
14239.0,43,11,2380.85,1
14240.0,30,2,890.34,1
14241.0,184,1,213.70000000000002,2
14242.0,235,2,280.55,2
14243.0,9,10,2588.77,3
14245.0,220,2,1693.45,1
14246.0,111,3,1474.06,1
14247.0,278,1,136.76999999999998,2
14248.0,318,1,302.58,2
14250.0,7,3,1904.05,3
14251.0,2,5,2879.7000000000003,3
14256.0,260,2,969.0600000000001,2
14257.0,64,5,3099.7200000000003,1
14258.0,9,9,12669.98,3
14259.0,142,1,120.0,2
14261.0,51,2,1163.45,1
14262.0,8,8,2618.23,3
14264.0,155,2,333.97,2
14265.0,109,2,530.18,2
14267.0,163,3,1516.24,1
14270.0,332,1,492.65000000000003,2
14271.0,226,1,112.32,2
14272.0,74,2,437.96,2
14273.0,51,4,559.97,1
14276.0,99,3,1119.74,1
14277.0,15,3,4188.0,3
14280.0,197,1,134.04,2
14282.0,3,15,3701.44,3
14284.0,31,2,595.25,0
14285.0,21,4,1910.01,1
14286.0,24,3,4628.75,1
14287.0,8,3,176.63,0
14288.0,213,1,426.6,2
14289.0,9,6,911.26,0
14290.0,11,5,2314.65,3
14291.0,2,11,3883.25,3
14292.0,8,9,4871.93,3
14293.0,3,4,1046.56,3
14295.0,40,1,166.20000000000002,0
14297.0,18,4,1305.33,1
14298.0,8,44,51527.3,3
14299.0,8,9,3965.62,3
14300.0,19,1,43.2,0
14301.0,117,1,640.14,2
14304.0,223,1,383.45,2
14305.0,71,3,1858.96,1
14306.0,51,2,2093.32,1
14307.0,89,6,2995.72,1
14309.0,8,9,2352.53,3
14311.0,243,1,310.26,2
14312.0,47,6,1611.59,1
14314.0,107,1,120.0,2
14315.0,45,6,2481.13,1
14317.0,65,1,508.58000000000004,2
14320.0,207,2,477.79,2
14321.0,11,5,1530.75,3
14323.0,115,2,605.0600000000001,2
14326.0,242,1,183.85,2
14327.0,163,1,311.65,2
14329.0,17,7,4975.24,3
14331.0,124,2,462.65999999999997,2
14332.0,23,3,840.21,0
14333.0,68,1,415.2,2
14334.0,17,8,2552.21,3
14335.0,16,2,454.86,0
14336.0,17,4,1614.91,1
14338.0,161,2,588.22,2
14339.0,243,1,309.52,2
14340.0,219,1,134.7,2
14341.0,45,8,2166.98,1
14342.0,21,4,668.5600000000001,0
14344.0,127,8,889.9300000000001,1
14345.0,39,1,108.97999999999999,0
14346.0,121,2,1021.58,1
14348.0,260,1,409.57,2
14349.0,10,1,133.5,0
14350.0,274,1,282.93,2
14351.0,165,1,51.0,2
14352.0,157,4,1078.96,1
14353.0,215,1,90.6,2
14354.0,6,2,163.62,0
14355.0,366,1,174.4,2
14356.0,80,2,701.23,1
14357.0,43,1,225.12,0
14359.0,19,3,912.18,0
14360.0,32,4,2118.03,1
14362.0,22,1,151.5,0
14364.0,109,8,3717.35,1
14367.0,8,16,9227.82,3
14368.0,320,1,155.0,2
14371.0,295,1,100.5,2
14373.0,358,1,76.55,2
14375.0,185,1,235.56,2
14377.0,191,2,617.05,2
14379.0,44,2,348.1,0
14381.0,52,1,202.68,2
14382.0,26,1,615.49,0
14383.0,38,3,1247.69,1
14385.0,9,3,202.11,0
14386.0,297,1,142.4,2
14387.0,33,3,1727.6,1
14388.0,10,8,3212.84,3
14389.0,65,2,1043.46,1
14390.0,10,9,4642.57,3
14393.0,218,1,67.95,2
14395.0,2,9,3479.91,3
14396.0,65,2,487.99,1
14397.0,3,19,2612.96,3
14400.0,149,1,574.7,2
14401.0,4,13,4051.48,3
14403.0,130,4,1475.81,1
14404.0,34,6,1449.32,1
14406.0,119,1,156.75,2
14407.0,107,6,2157.73,1
14408.0,11,7,2599.03,3
14409.0,71,6,2059.4500000000003,1
14410.0,92,9,1100.27,1
14411.0,311,1,1063.0,2
14412.0,43,2,770.03,1
14413.0,362,1,121.05,2
14414.0,92,7,1496.98,1
14415.0,1,13,5855.57,3
14416.0,22,2,490.22,0
14418.0,4,3,1937.25,3
14419.0,11,6,1051.79,3
14420.0,99,1,387.52,2
14421.0,57,2,813.11,1
14422.0,1,6,4263.64,3
14423.0,218,1,265.2,2
14424.0,18,1,322.08,0
14426.0,24,10,4481.67,3
14427.0,50,2,363.34000000000003,0
14428.0,7,5,1224.06,3
14431.0,303,1,470.36,2
14432.0,10,6,2248.5,3
14434.0,22,6,1372.8,1
14436.0,99,1,89.06,2
14437.0,366,1,63.0,2
14438.0,306,1,131.9,2
14439.0,320,1,2661.24,1
14440.0,8,5,2357.6800000000003,3
14441.0,1,4,1712.89,3
14442.0,205,2,1589.82,1
14443.0,54,4,1420.2,1
14446.0,1,4,1010.35,3
14447.0,19,5,1163.23,1
14448.0,9,2,375.35,0
14449.0,19,4,885.8,0
14450.0,181,3,483.25,2
14451.0,60,2,643.9,1
14452.0,11,2,259.05,0
14453.0,190,1,119.93,2
14456.0,5,9,3017.28,3
14457.0,311,1,113.64,2
14459.0,155,1,1837.92,1
14460.0,110,3,434.34,2
14461.0,148,3,2103.06,1
14462.0,66,11,1980.57,1
14463.0,98,3,529.62,2
14465.0,247,3,1038.44,1
14466.0,29,7,2272.4,1
14467.0,18,4,596.26,0
14470.0,12,2,461.19,0
14472.0,104,8,1852.67,1
14473.0,74,2,234.34000000000003,2
14474.0,46,1,547.66,0
14475.0,72,3,925.85,1
14476.0,257,1,193.0,2
14477.0,20,4,1309.6,1
14479.0,254,2,316.25,2
14480.0,11,1,279.05,0
14481.0,165,2,636.51,2
14482.0,18,6,2022.81,3
14483.0,282,1,137.1,2
14484.0,50,1,321.92,0
14485.0,39,1,162.8,0
14487.0,27,6,1165.48,1
14488.0,68,1,1064.28,1
14489.0,207,1,463.38,2
14491.0,175,2,340.93,2
14493.0,7,5,2383.2400000000002,3
14494.0,26,1,139.56,0
14495.0,51,2,123.8,2
14496.0,312,2,538.8100000000001,2
14497.0,309,1,475.37,2
14498.0,43,5,1957.32,1
14499.0,26,3,808.44,0
14500.0,88,3,356.85,2
14501.0,184,2,251.21,2
14502.0,20,11,2429.83,3
14503.0,3,6,3543.26,3
14504.0,47,4,673.26,1
14505.0,17,8,5859.43,3
14506.0,17,5,1960.65,3
14507.0,24,6,1367.88,1
14508.0,22,2,268.05,0
14511.0,11,5,1314.81,3
14512.0,188,2,275.28,2
14513.0,101,3,455.59000000000003,2
14514.0,61,3,990.2,1
14515.0,18,6,2076.89,3
14517.0,33,2,330.45,0
14518.0,64,1,174.37,2
14520.0,2,2,270.6,0
14522.0,24,4,974.54,1
14523.0,108,1,241.09,2
14524.0,32,9,1843.83,1
14525.0,20,9,4215.9,3
14527.0,3,55,8507.13,3
14528.0,37,1,364.21999999999997,0
14529.0,60,3,578.61,1
14530.0,26,6,2862.11,1
14532.0,236,4,932.85,1
14533.0,25,7,1949.72,1
14534.0,3,18,4397.3,3
14535.0,60,3,2854.84,1
14536.0,260,1,170.95,2
14537.0,58,1,355.56,2
14538.0,65,2,388.25,2
14539.0,16,2,537.48,0
14540.0,10,3,952.66,0
14541.0,59,8,1453.35,1
14542.0,186,1,103.25,2
14543.0,29,16,3599.73,3
14544.0,24,2,2004.3,1
14546.0,5,5,2573.93,3
14547.0,4,8,3974.75,3
14548.0,151,2,652.8,2
14549.0,311,1,289.24,2
14550.0,11,2,757.37,0
14551.0,18,2,186.23,0
14552.0,152,1,164.22,2
14553.0,19,5,859.27,0
14554.0,10,4,2279.4900000000002,3
14555.0,57,2,312.54,0
14557.0,85,1,788.38,1
14560.0,7,22,2237.77,3
14561.0,76,3,1080.76,1
14562.0,4,18,5006.77,3
14565.0,96,4,3099.12,1
14566.0,111,1,1432.0,1
14567.0,57,2,1530.3600000000001,1
14569.0,1,1,227.39,0
14570.0,281,2,218.06,2
14572.0,3,7,2804.54,3
14573.0,180,9,1639.82,1
14576.0,372,1,35.400000000000006,2
14577.0,13,4,859.71,0
14578.0,3,1,168.63,0
14581.0,17,1,138.6,0
14582.0,41,1,114.11,0
14583.0,6,5,986.96,3
14584.0,169,4,1033.06,1
14585.0,50,1,157.05,2
14586.0,277,1,237.36,2
14587.0,19,9,1580.29,3
14589.0,372,1,39.75,2
14591.0,15,4,1320.21,1
14592.0,35,3,557.94,0
14593.0,22,3,617.15,0
14594.0,7,2,363.33,0
14595.0,20,6,1740.6,1
14597.0,11,2,866.24,0
14598.0,44,1,221.97,0
14600.0,306,1,393.33000000000004,2
14601.0,11,1,213.96,0
14603.0,275,1,660.0,2
14606.0,1,93,12076.15,3
14607.0,16,14,16209.5,3
14608.0,4,4,1785.15,3
14609.0,72,4,601.56,1
14616.0,243,3,406.08000000000004,2
14618.0,9,3,553.44,0
14619.0,246,1,394.44,2
14620.0,206,2,412.78000000000003,2
14621.0,1,5,1788.3600000000001,3
14622.0,185,1,320.58000000000004,2
14623.0,32,5,886.7,1
14624.0,57,2,225.85,2
14625.0,196,2,899.63,2
14626.0,24,4,2791.27,1
14628.0,91,2,671.96,1
14629.0,4,2,955.26,0
14631.0,51,3,1006.98,1
14632.0,263,1,114.56,2
14633.0,266,1,344.90000000000003,2
14636.0,36,2,609.85,0
14638.0,51,1,443.6,0
14639.0,52,6,2984.49,1
14640.0,24,6,2107.38,1
14641.0,22,1,110.46,0
14642.0,59,1,96.12,2
14643.0,170,2,693.8100000000001,2
14644.0,68,2,830.76,1
14645.0,157,2,597.09,2
14646.0,2,73,280206.02,3
14647.0,201,1,236.04000000000002,2
14649.0,5,4,1402.59,3
14651.0,67,2,653.75,1
14652.0,77,1,114.18,2
14653.0,1,7,1926.65,3
14655.0,8,4,1932.23,3
14656.0,169,2,291.05,2
14657.0,18,4,848.22,0
14658.0,5,2,247.15,0
14659.0,9,9,2529.93,3
14660.0,87,2,285.74,2
14661.0,27,1,107.95,0
14662.0,29,4,741.37,0
14664.0,20,2,636.24,0
14665.0,61,5,1835.7,1
14666.0,24,1,195.25,0
14667.0,11,25,9175.04,3
14669.0,242,3,1259.24,1
14670.0,280,2,392.86,2
14672.0,235,2,765.55,2
14673.0,3,5,1736.4,3
14675.0,16,1,596.36,0
14676.0,31,6,2548.2400000000002,1
14680.0,25,16,28754.11,3
14681.0,71,3,498.95,1
14682.0,188,2,52.0,2
14684.0,26,5,1201.51,1
14687.0,107,1,628.38,2
14688.0,8,21,5579.1,3
14689.0,209,1,112.8,2
14690.0,44,2,355.05,0
14691.0,31,5,2114.33,1
14692.0,137,4,591.55,2
14693.0,265,1,172.9,2
14696.0,4,7,2078.95,3
14697.0,218,2,188.60999999999999,2
14698.0,2,5,1217.27,3
14699.0,214,1,109.13000000000001,2
14700.0,32,3,2195.1,1
14701.0,11,9,2526.09,3
14702.0,1,17,3251.79,3
14703.0,15,1,318.17,0
14704.0,11,9,1493.96,3
14705.0,199,1,179.0,2
14708.0,3,3,1126.37,3
14709.0,15,13,4921.04,3
14710.0,14,4,599.48,0
14711.0,10,11,2839.62,3
14712.0,29,3,917.07,1
14713.0,9,11,2662.2,3
14714.0,24,1,160.19,0
14715.0,25,4,867.38,1
14716.0,43,2,307.51,0
14719.0,2,5,1581.84,3
14720.0,6,3,663.81,0
14722.0,147,1,180.42000000000002,2
14723.0,10,6,1122.3600000000001,3
14725.0,25,1,655.58,0
14727.0,274,1,268.58,2
14729.0,374,1,313.49,2
14730.0,1,8,1897.57,3
14731.0,47,3,380.02,0
